Id	subspeices	CV1	CV2	CV3	CV4	CV5
8	D	1.3131785662467204	1.513102973041058	-1.3524769866771253	-0.936384460349717	-0.15368725973438782
9	D	-1.0775840287711542	2.2034335182588944	-1.3203245646662516	0.5941266501914906	-0.5831405680665892
10	D	-0.2813569952224909	2.5956517787060553	-0.017883553586785686	-0.5109342356348703	-2.170431836799163
11	D	1.661998806444042	2.2764519387548554	-1.4693823713987364	-2.672177205339184	-0.452548649344177
12	D	0.2526791161871176	2.2413983084194875	-0.523948753743441	-1.5168160063384406	-0.8869852690707105
13	D	0.9428337036286937	2.394253030188886	0.1271616310455468	-0.760466506309647	-0.3573228329289555
14	D	-0.22935217161947102	0.4396857379749704	0.04225981028469256	1.6391989149123247	-1.877846797132922
15	D	-0.44660537152217605	2.8226189942800586	-2.007839931792454	-1.6389222745003775	-2.812167257536016
16	D	-0.5266266665310102	-0.562802305577079	-2.01527699359175	0.3657793886109575	0.09890496579618836
17	D	-1.3611428285264648	0.08616206948364905	-2.067586306270125	-0.1587613317993112	0.7069285944724524
18	D	-0.41203991330646417	0.8248798163732269	-1.5348190440176464	-0.5959675318427295	-0.8386913959731537
19	D	-2.257339880775079	1.5995386487334309	-0.8996225348173896	0.02277954920226632	0.3483250349831884
0	E	0.09079046234518659	1.6744238225867216	1.2045323240625647	0.24305611827783408	0.3858156038882075
1	E	-0.01680143248282262	2.519662841263896	3.333505311416908	0.991224690922788	0.8947131388547258
2	E	-0.3252961992291353	0.5040809455777708	2.3569108843051545	0.7406701587389516	1.2374567901588167
3	E	-0.3783926359077066	0.792327477265133	1.5957047055012485	1.0466997425625766	1.2651459966339733
4	E	-0.9624935089424481	1.6606704458085	1.0278696862017664	0.1263354282907837	0.6111083607792401
5	E	0.6426003535649358	2.367304107911894	0.9031313434888611	0.2973747267548578	0.04420809087405509
6	E	0.44564099116504985	2.1208038468811266	2.2815848622253885	0.6944215427462577	-0.6358666136091652
7	E	0.3543150190677168	2.1591648886262975	0.405393274559643	-0.7301015258670323	0.8194606288269839
8	E	-0.5467239368866169	2.888410336793962	3.073903767631781	2.0436496462048295	1.279236428368832
9	E	-0.904878461041008	2.806111919814266	3.0015663104681836	0.6652683339624823	1.6133115432545317
10	E	-0.1773803461657306	2.6509926955501877	1.7577188709465603	0.9039452236961446	0.2749003849465204
11	E	-1.1355109395440433	1.3053261291768972	2.3856154611360783	0.43862993464982986	0.3992605661323194
12	E	-0.11606264576450967	1.053803693262601	1.6932668337460337	0.5421136439350115	0.03635606885530537
13	E	-1.8602216026921512	2.100567580217807	2.5994303309231857	0.7419290172168277	-1.0115809739883743
14	E	-0.9742721419928364	1.1047726992586662	0.48914747565800304	-0.7184816416271277	1.2009356831107474
15	E	-1.1092279754328065	0.2784099528027293	-0.014804079902454512	1.7985709917940238	0.3236128373873208
16	E	-0.5965227089709172	1.8182278772164742	1.5615857505178043	-0.06668720689155683	-1.1114240674952147
17	E	-0.48911502837667775	1.484924095493656	1.905061515985187	0.4456337423421042	-0.8330317235144422
18	E	0.051696960075721554	1.6052637784570334	3.190573452330677	0.28493081529975944	-1.224397104925496
19	E	-0.5539915638822077	1.2565091293762958	2.3402698790684386	-0.34929107482104593	-0.3155424077953762
0	F	-1.2949161531024407	0.6511784650308793	-0.02620097957260936	2.7673794918026635	0.034783485856100596
1	F	-0.348593351564625	-0.30520621555022454	-1.3072163734308915	1.511023849147676	0.5797661858454807
2	F	-1.7281777251325543	-2.37546143004971	-1.1053659354681613	-0.3744394181801538	1.147498521218294
3	F	-1.0154161233008114	-0.9107553131089008	-1.0345738819765193	-0.2654509011822271	2.404887430892468
4	F	-2.1553976668421417	-0.2997523899259247	-1.3774838586562346	0.6906306240843308	0.8194262863461034
5	F	-3.5575100750982056	1.9738584626361377	-1.8387297176269257	1.2714974504944023	1.684965565492644
6	F	-0.018371671310929684	0.46093267441186947	-1.6630762375397508	1.7884636740156263	1.355788154799353
7	F	-1.3315281571637199	-0.626959065961253	-0.042382643832078036	-0.8438407340337872	-0.4240345393893434
8	F	-2.887919130657181	-0.3108024865072696	-0.11753668206397833	-0.297174893838882	0.5251341894673404
9	F	-1.7462738514698333	0.18887062821574183	-0.43979733259492443	0.13686204319611983	-0.18628043654031665
10	F	-1.9473928060096302	-0.7891406881962288	-3.0617131910766675	-0.4199826584319438	0.5265412059251247
11	F	-2.1199096453580495	-0.14223598664137282	-2.655179273361478	-0.3235792208520476	2.9152627956494603
12	F	-2.4455496365663207	0.5472992496353376	-0.2530789190467861	-0.49409876554206467	1.2655794906367428
13	F	0.144532073106068	-1.1754102390480623	-2.948728779197273	-0.8136251424516755	0.7907807093837359
14	F	-2.350003108634504	-0.1799778989982085	-3.0457801316889945	-0.2716610440061261	2.0115515505241923
15	F	-2.6081689758209086	-0.5471206357332253	-1.9409904674651561	1.9642363360036659	1.8976339377393567
16	F	-2.7849490340700576	1.4395782146065148	-2.7887106727709767	0.3047068395050405	0.6680017797484185
17	F	-0.8777232168568581	0.2096133712661874	-1.668699565856748	2.0646377317012132	-0.31112408176587947
0	G	-0.1320700504423721	-0.9978313988758544	-0.3578264502129208	1.779646383848748	-0.7110812398113515
1	G	-0.32690634972219573	-0.4283913833323177	-1.167259045334471	0.2814927989037427	-0.05303330838956598
2	G	1.4438621857904506	-1.7423683608102387	-0.6896250741196717	0.18176817852161498	-0.5941478601871257
3	G	-1.4900493212658847	-1.290992017733721	0.07549174951713755	1.5162923918732525	-0.5862720676810997
4	G	1.8216021130568085	-0.6186586754485796	-0.36697642550550785	1.7385922580397224	-1.1517878614698376
5	G	-0.028260252195147606	-2.7594586639258853	0.8187230879472467	3.1935103299597447	-1.9942190655130432
6	G	-0.8386854913281665	-0.975088231941493	0.6092042647760589	1.0701510521234305	-0.45137631083596236
7	G	-0.07423068654902137	-0.580742014635121	-2.884440886078075	1.8502862993105955	-1.7409635731565691
8	G	-0.7405826269919938	-4.073423180337809	1.965575216849361	-0.8740453205030112	-0.39091046976001065
9	G	2.2621409511615598	-2.733715468766925	-0.010941307449713167	0.6683383605820274	0.19101022477333443
10	G	0.33450350444274274	-2.0564960152519434	-0.2926642272479087	2.221687263102528	-1.974706670016496
11	G	0.48233536433607815	-1.0753584830267962	1.2643725279999531	2.3431486175635396	-0.43541184893411683
12	G	0.8366621983191427	-0.05696311833885825	0.41581907153464204	1.0941886676594281	-0.7170635752297939
13	G	-0.20687583758150513	-1.7107497590815057	0.12772028061930357	2.2542005803289706	-0.46052974220061416
14	G	-1.0233107455315984	-3.8072738728901045	0.13004521034466504	2.007178770263212	0.6451581531161127
15	G	0.11737667496439887	-3.144273717963067	-0.7277779369084248	3.3176608069696822	-2.0103142775921
16	G	-0.16052521368823097	-0.2422340487980612	1.8036573848688255	2.021656315989352	-0.49328020009058887
17	G	0.3543118202849542	0.911754009554331	-0.7505130230668953	1.0809492127557092	-0.42503981191843826
18	G	0.22071874766948796	-1.5958116548355001	2.764273380954581	0.7689568442360529	0.43330938926722606
0	H	-1.8854146973423513	-2.2217377197463413	1.9559728464443573	-2.0442763188297626	-1.659848571476356
1	H	-2.065642073291817	-0.7084114226882945	0.6160243314656489	0.6773934402894536	0.7012853452258337
2	H	-2.163322478881766	-2.100117516590471	1.246684780140232	-3.3444146862827653	-0.007652116473249981
3	H	-0.3781299435579816	-0.8918577056176044	1.3515054204197114	-1.931514703084543	-1.2731878624978021
4	H	-2.200565929147553	-2.19508466825922	-0.2606677327502056	-1.2239212009883467	-0.9508948288736979
5	H	-0.06542090384287033	-0.9742055871051776	0.2875775849236458	-1.0813263776809985	-2.2548833290036865
6	H	-2.110155528146374	-0.2949019922403772	-0.8957860984602862	-1.850954650231718	0.15168402687269658
7	H	-1.2641152961120294	-0.11773784617590778	-0.02080874857987875	-0.36000674822737533	2.128298249683593
8	H	0.6348925208660953	-2.3234955900281897	2.528174671276023	-1.8224405748183325	-0.3132234535371499
9	H	-2.075516206050747	-1.5238118714030922	1.4345509518719894	-3.7620761826748836	-0.6205897032424528
10	H	-1.8516214168620657	-1.0090421957413611	0.6160054773677736	-1.3572047270025878	-0.019625504032205032
11	H	-0.5505926182081018	-1.8322617707338258	-0.3506655844453873	-2.506074581866588	0.5961086962535688
12	H	-1.5673014755162695	-2.666208338452506	1.0201956016878984	-1.4011908200846694	-0.08510980393066506
13	H	-1.1106916129907585	-1.813189408603097	1.4723381588949505	-2.6094085934793068	0.7005542762367204
14	H	-0.4967008487643883	-0.5885956277946975	1.9171311583123298	-0.017327140528193216	-0.07553682728288762
15	H	-1.2432104101146786	-1.7795991033456862	1.3626457950347703	-1.5802547451919042	0.5531490725639033
16	H	-3.283566032103429	-0.5780092958450753	1.2182491813799114	-1.1636187202371908	0.9973730825217069
17	H	-0.27987859250462677	-3.0636029006468624	-0.14749502304647216	-0.28791662486174463	-1.169516222806165
18	H	-2.3093931057470183	0.38143621090333246	0.36632505745809546	-1.3014347700542224	1.1310540843941903
19	H	-1.46920672811107	-0.6635100757077305	0.6766810128625542	-0.30641796693035683	-1.3591295604803542
